STATE,GAME_NAME,GAME_NUMBER,PRIZE_ORDER,PRIZE,PRIZE_ODDS,TOTAL_PRIZES,REMAINING_PRIZES
NY,"Lemon Twist",719,12,$50,"10,080.00",,
NY,"Lemon Twist",719,13,$30,"1,000.00",,
NY,"Lemon Twist",719,14,$30,"1,000.00",,
NY,"Lemon Twist",719,15,$30,500.00,,
NY,"Lemon Twist",719,16,$15,250.00,,
NY,"Lemon Twist",719,17,$15,250.00,,
NY,"Lemon Twist",719,18,$12,250.00,,
NY,"Lemon Twist",719,19,$10,125.00,,
NY,"Lemon Twist",719,20,$10,83.33,,
NY,"Lemon Twist",719,21,$8,62.50,,
NY,"Lemon Twist",719,22,$6,50.00,,
NY,"Lemon Twist",719,23,$5,62.50,,
NY,"Lemon Twist",719,24,$4,35.71,,
NY,"Lemon Twist",719,25,$4,27.78,,
NY,"Loose Change",721,1,$500,"50,400.00",,
NY,"Loose Change",721,2,$100,"3,360.00",,
NY,"Loose Change",721,3,$40,840.00,,
NY,"Loose Change",721,4,$25,226.42,,
NY,"Loose Change",721,5,$10,125.00,,
NY,"Loose Change",721,6,$5,34.61,,
NY,"Loose Change",721,7,$2,18.81,,
NY,"Loose Change",721,8,$1,8.59,,
NY,"Lucky 3s",709,1,"$1,500","560,000.00",,
NY,"Lucky 3s",709,2,"$1,500","560,000.00",,
NY,"Lucky 3s",709,3,$300,"126,000.00",,
NY,"Lucky 3s",709,4,$300,"126,000.00",,
NY,"Lucky 3s",709,5,$90,"25,200.00",,
NY,"Lucky 3s",709,6,$90,"25,200.00",,
NY,"Lucky 3s",709,7,$60,"16,800.00",,
NY,"Lucky 3s",709,8,$60,"16,800.00",,
NY,"Lucky 3s",709,9,$30,"4,581.82",,
NY,"Lucky 3s",709,10,$30,"4,581.82",,
NY,"Lucky 3s",709,11,$30,"5,040.00",,
NY,"Lucky 3s",709,12,$15,"1,000.00",,
NY,"Lucky 3s",709,13,$15,"1,000.00",,
NY,"Lucky 3s",709,14,$15,"1,000.00",,
NY,"Lucky 3s",709,15,$15,"1,000.00",,
NY,"Lucky 3s",709,16,$9,500.00,,
NY,"Lucky 3s",709,17,$9,500.00,,
NY,"Lucky 3s",709,18,$6,250.00,,
NY,"Lucky 3s",709,19,$6,250.00,,
NY,"Lucky 3s",709,20,$5,83.33,,
NY,"Lucky 3s",709,21,$5,83.33,,
NY,"Lucky 3s",709,22,$3,28.57,,
NY,"Lucky 3s",709,23,$3,27.78,,
NY,"Lucky 3s",709,24,$2,27.03,,
NY,"Lucky 3s",709,25,$1,20.41,,
NY,"Lucky 7's",657,1,"$2,700","678,461.54",,
NY,"Lucky 7's",657,2,$700,"50,400.00",,
NY,"Lucky 7's",657,3,$34,500.00,,
NY,"Lucky 7's",657,4,$17,200.00,,
NY,"Lucky 7's",657,5,$14,250.00,,
NY,"Lucky 7's",657,6,$7,41.67,,
NY,"Lucky 7's",657,7,$4,100.00,,
NY,"Lucky 7's",657,8,$2,58.82,,
NY,"Lucky 7's",657,9,$2,32.26,,
NY,"Lucky Birthday",540,1,$500,"34,141.94",,
NY,"Lucky Birthday",540,2,$100,"7,056.00",,
NY,"Lucky Birthday",540,3,$50,"3,780.00",,
NY,"Lucky Birthday",540,4,$20,500.00,,
NY,"Lucky Birthday",540,5,$20,500.00,,
NY,"Lucky Birthday",540,6,$10,250.00,,
NY,"Lucky Birthday",540,7,$10,250.00,,
NY,"Lucky Birthday",540,8,$5,62.50,,
NY,"Lucky Birthday",540,9,$4,52.63,,
NY,"Lucky Birthday",540,10,$4,52.63,,
NY,"Lucky Birthday",540,11,$2,25.00,,
NY,"Lucky Birthday",540,12,$2,25.00,,
NY,"Make a Cashword",611,1,"$10,000","756,000.00",,
NY,"Make a Cashword",611,2,"$1,000","115,461.82",,
NY,"Make a Cashword",611,3,$100,"5,040.00",,
NY,"Make a Cashword",611,4,$50,840.00,,
NY,"Make a Cashword",611,5,$40,630.00,,
NY,"Make a Cashword",611,6,$25,250.00,,
NY,"Make a Cashword",611,7,$15,156.25,,
NY,"Make a Cashword",611,8,$12,138.89,,
NY,"Make a Cashword",611,9,$10,37.88,,
NY,"Make a Cashword",611,10,$7,52.08,,
NY,"Make a Cashword",611,11,$5,16.23,,
NY,"Money Tripler",650,1,"$30,000","3,175,200.00",,
NY,"Money Tripler",650,2,"$30,000","3,175,200.00",,
NY,"Money Tripler",650,3,$600,"50,400.00",,
NY,"Money Tripler",650,4,$600,"50,400.00",,
NY,"Money Tripler",650,5,$300,"21,000.00",,
NY,"Money Tripler",650,6,$100,"8,689.65",,
NY,"Money Tripler",650,7,$100,"8,400.00",,
NY,"Money Tripler",650,8,$100,"8,689.65",,
NY,"Money Tripler",650,9,$50,"4,200.00",,
NY,"Money Tripler",650,10,$50,"4,200.00",,
NY,"Money Tripler",650,11,$50,"4,200.00",,
NY,"Money Tripler",650,12,$25,"1,000.00",,
NY,"Money Tripler",650,13,$25,"1,000.00",,
NY,"Money Tripler",650,14,$25,500.00,,
NY,"Money Tripler",650,15,$20,250.00,,
NY,"Money Tripler",650,16,$20,250.00,,
NY,"Money Tripler",650,17,$20,250.00,,
NY,"Money Tripler",650,18,$10,125.00,,
NY,"Money Tripler",650,19,$10,83.33,,
NY,"Money Tripler",650,20,$6,43.48,,
NY,"Money Tripler",650,21,$5,50.00,,
NY,"Money Tripler",650,22,$4,31.25,,
NY,"Money Tripler",650,23,$4,28.57,,
NY,"Monopoly $2",632,1,"$30,000","1,407,000.00",,
NY,"Monopoly $2",632,2,"$1,000","511,636.36",,
NY,"Monopoly $2",632,3,"$1,000","496,588.24",,
NY,"Monopoly $2",632,4,$250,"25,200.00",,
NY,"Monopoly $2",632,5,$250,"25,200.00",,
NY,"Monopoly $2",632,6,$100,"3,360.00",,
NY,"Monopoly $2",632,7,$100,"3,360.00",,
NY,"Monopoly $2",632,8,$100,"3,360.00",,
NY,"Monopoly $2",632,9,$50,"2,520.00",,
NY,"Monopoly $2",632,10,$50,"2,520.00",,
NY,"Monopoly $2",632,11,$50,"2,520.00",,
NY,"Monopoly $2",632,12,$25,"1,800.00",,
NY,"Monopoly $2",632,13,$25,"1,800.00",,
NY,"Monopoly $2",632,14,$25,"1,800.00",,
NY,"Monopoly $2",632,15,$20,500.00,,
NY,"Monopoly $2",632,16,$20,500.00,,
NY,"Monopoly $2",632,17,$20,500.00,,
NY,"Monopoly $2",632,18,$15,500.00,,
NY,"Monopoly $2",632,19,$15,500.00,,
NY,"Monopoly $2",632,20,$12,250.00,,
NY,"Monopoly $2",632,21,$12,250.00,,
NY,"Monopoly $2",632,22,$10,125.00,,
NY,"Monopoly $2",632,23,$10,250.00,,
NY,"Monopoly $2",632,24,$8,250.00,,
NY,"Monopoly $2",632,25,$8,250.00,,
NY,"Monopoly $2",632,26,$6,62.50,,
NY,"Monopoly $2",632,27,$6,62.50,,
NY,"Monopoly $2",632,28,$4,31.25,,
NY,"Monopoly $2",632,29,$4,27.78,,
NY,"Mother's Day 2009",621,1,"$250,000","1,050,000.00",,
NY,"Mother's Day 2009",621,2,"$2,500","50,400.00",,
NY,"Mother's Day 2009",621,3,$500,"10,080.00",,
NY,"Mother's Day 2009",621,4,$500,"10,080.00",,
NY,"Mother's Day 2009",621,5,$500,"10,080.00",,
NY,"Mother's Day 2009",621,6,$100,"3,150.00",,
NY,"Mother's Day 2009",621,7,$100,"3,150.00",,
NY,"Mother's Day 2009",621,8,$100,"3,150.00",,
NY,"Mother's Day 2009",621,9,$50,"1,680.00",,
NY,"Mother's Day 2009",621,10,$50,"1,680.00",,
NY,"Mother's Day 2009",621,11,$50,"1,680.00",,
NY,"Mother's Day 2009",621,12,$50,"1,680.00",,
NY,"Mother's Day 2009",621,13,$25,133.33,,
NY,"Mother's Day 2009",621,14,$25,133.33,,
NY,"Mother's Day 2009",621,15,$25,133.33,,
NY,"Mother's Day 2009",621,16,$25,133.33,,
NY,"Mother's Day 2009",621,17,$20,80.00,,
NY,"Mother's Day 2009",621,18,$20,66.67,,
NY,"Mother's Day 2009",621,19,$20,80.00,,
NY,"Mother's Day 2009",621,20,$10,40.00,,
NY,"Mother's Day 2009",621,21,$10,40.00,,
NY,"New York Poker",714,1,$50K/YR/20YRS,"3,528,000.00",,
NY,"New York Poker",714,2,"$20,000","705,600.00",,
NY,"New York Poker",714,3,$500,"16,800.00",,
NY,"New York Poker",714,4,$100,"2,520.00",,
NY,"New York Poker",714,5,$100,"2,520.00",,
NY,"New York Poker",714,6,$40,787.50,,
NY,"New York Poker",714,7,$40,787.50,,
NY,"New York Poker",714,8,$40,787.50,,
NY,"New York Poker",714,9,$30,400.00,,
NY,"New York Poker",714,10,$30,400.00,,
NY,"New York Poker",714,11,$30,400.00,,
NY,"New York Poker",714,12,$30,400.00,,
NY,"New York Poker",714,13,$25,200.00,,
NY,"New York Poker",714,14,$25,200.00,,
NY,"New York Poker",714,15,$25,200.00,,
NY,"New York Poker",714,16,$25,200.00,,
NY,"New York Poker",714,17,$20,133.33,,
NY,"New York Poker",714,18,$20,133.33,,
NY,"New York Poker",714,19,$20,133.33,,
NY,"New York Poker",714,20,$15,80.00,,
NY,"New York Poker",714,21,$15,80.00,,
NY,"New York Poker",714,22,$15,80.00,,
NY,"New York Poker",714,23,$10,50.00,,
NY,"New York Poker",714,24,$10,44.44,,
NY,"One Million Bucks",707,1,$50K/YR/20YRS,"2,646,000.00",,
NY,"One Million Bucks",707,2,"$2,500","220,500.00",,
NY,"One Million Bucks",707,3,"$2,500","216,000.00",,
NY,"One Million Bucks",707,4,$500,"10,500.00",,
NY,"One Million Bucks",707,5,$500,"10,080.00",,
NY,"One Million Bucks",707,6,$100,"4,200.00",,
NY,"One Million Bucks",707,7,$100,"4,200.00",,
NY,"One Million Bucks",707,8,$100,"4,200.00",,
NY,"One Million Bucks",707,9,$50,"2,520.00",,
NY,"One Million Bucks",707,10,$50,"2,520.00",,
NY,"One Million Bucks",707,11,$50,"2,520.00",,
NY,"One Million Bucks",707,12,$50,"2,520.00",,
NY,"One Million Bucks",707,13,$30,"1,680.00",,
NY,"One Million Bucks",707,14,$30,"1,680.00",,
NY,"One Million Bucks",707,15,$30,"1,680.00",,
NY,"One Million Bucks",707,16,$30,"1,680.00",,
NY,"One Million Bucks",707,17,$25,200.00,,
NY,"One Million Bucks",707,18,$25,200.00,,
NY,"One Million Bucks",707,19,$25,400.00,,
NY,"One Million Bucks",707,20,$25,200.00,,
NY,"One Million Bucks",707,21,$25,200.00,,
NY,"One Million Bucks",707,22,$20,100.00,,
NY,"One Million Bucks",707,23,$20,100.00,,
NY,"One Million Bucks",707,24,$20,100.00,,
NY,"One Million Bucks",707,25,$10,16.67,,
NY,"One Million Bucks",707,26,$10,19.05,,
NY,"Platinum Payout",717,1,$150K/YR/20YRS,"3,969,000.00",,
NY,"Platinum Payout",717,2,"$25,000","252,000.00",,
NY,"Platinum Payout",717,3,$500,"6,300.00",,
NY,"Platinum Payout",717,4,$500,"6,300.00",,
NY,"Platinum Payout",717,5,$500,"6,300.00",,
NY,"Platinum Payout",717,6,$250,"2,100.00",,
NY,"Platinum Payout",717,7,$250,"2,100.00",,
NY,"Platinum Payout",717,8,$250,"2,100.00",,
NY,"Platinum Payout",717,9,$250,"2,100.00",,
NY,"Platinum Payout",717,10,$100,730.43,,
NY,"Platinum Payout",717,11,$100,730.43,,
NY,"Platinum Payout",717,12,$100,730.43,,
NY,"Platinum Payout",717,13,$100,730.43,,
NY,"Platinum Payout",717,14,$50,100.00,,
NY,"Platinum Payout",717,15,$50,100.00,,
NY,"Platinum Payout",717,16,$50,100.00,,
NY,"Platinum Payout",717,17,$50,100.00,,
NY,"Platinum Payout",717,18,$25,33.33,,
NY,"Platinum Payout",717,19,$25,33.33,,
NY,"Platinum Payout",717,20,$15,12.50,,
NY,"Set For Life",648,1,"$5,000/wk for Life","6,300,000.00",,
NY,"Set For Life",648,2,"$50,000","1,050,000.00",,
NY,"Set For Life",648,3,"$5,000","105,000.00",,
NY,"Set For Life",648,4,"$1,000","14,823.53",,
NY,"Set For Life",648,5,"$1,000","14,823.53",,
NY,"Set For Life",648,6,$500,"7,000.00",,
NY,"Set For Life",648,7,$500,"7,000.00",,
NY,"Set For Life",648,8,$500,"7,000.00",,
NY,"Set For Life",648,9,$500,"7,000.00",,
NY,"Set For Life",648,10,$100,525.00,,
NY,"Set For Life",648,11,$100,525.00,,
NY,"Set For Life",648,12,$100,525.00,,
NY,"Set For Life",648,13,$100,525.00,,
NY,"Set For Life",648,14,$50,125.00,,
NY,"Set For Life",648,15,$50,125.00,,
NY,"Set For Life",648,16,$50,125.00,,
NY,"Set For Life",648,17,$50,125.00,,
NY,"Set For Life",648,18,$50,125.00,,
NY,"Set For Life",648,19,$25,83.33,,
NY,"Set For Life",648,20,$25,125.00,,
NY,"Set For Life",648,21,$25,125.00,,
NY,"Set For Life",648,22,$25,125.00,,
NY,"Set For Life",648,23,$20,50.00,,
NY,"Set For Life",648,24,$20,50.00,,
NY,"Set For Life",648,25,$20,50.00,,
NY,"Set For Life",648,26,$15,41.67,,
NY,"Silver 6s",661,1,"$50,000/YR/20YRS","2,646,000.00",,
NY,"Silver 6s",661,2,"$1,500","252,000.00",,
NY,"Silver 6s",661,3,"$1,500","252,000.00",,
NY,"Silver 6s",661,4,$600,"63,000.00",,
NY,"Silver 6s",661,5,$600,"63,000.00",,
NY,"Silver 6s",661,6,$250,"6,300.00",,
NY,"Silver 6s",661,7,$250,"6,300.00",,
NY,"Silver 6s",661,8,$100,"2,520.00",,
NY,"Silver 6s",661,9,$100,"2,520.00",,
NY,"Silver 6s",661,10,$100,"2,520.00",,
NY,"Silver 6s",661,11,$50,"1,680.00",,
NY,"Silver 6s",661,12,$50,"1,680.00",,
NY,"Silver 6s",661,13,$50,"1,680.00",,
NY,"Silver 6s",661,14,$50,"1,680.00",,
NY,"Silver 6s",661,15,$30,"1,008.00",,
NY,"Silver 6s",661,16,$30,"1,008.00",,
NY,"Silver 6s",661,17,$30,"1,008.00",,
NY,"Silver 6s",661,18,$25,133.33,,
NY,"Silver 6s",661,19,$25,133.33,,
NY,"Silver 6s",661,20,$25,133.33,,
NY,"Silver 6s",661,21,$25,133.33,,
NY,"Silver 6s",661,22,$20,100.00,,
NY,"Silver 6s",661,23,$20,100.00,,
NY,"Silver 6s",661,24,$20,100.00,,
NY,"Silver 6s",661,25,$10,26.67,,
NY,"Silver 6s",661,26,$10,23.53,,
NY,"Smooth 7s",643,1,"$50,000/YR/20YRS","2,646,000.00",,
NY,"Smooth 7s",643,2,"$1,000","423,360.00",,
NY,"Smooth 7s",643,3,"$1,000","423,360.00",,
NY,"Smooth 7s",643,4,$500,"12,600.00",,
NY,"Smooth 7s",643,5,$500,"12,600.00",,
NY,"Smooth 7s",643,6,$200,"10,956.52",,
NY,"Smooth 7s",643,7,$200,"10,500.00",,
NY,"Smooth 7s",643,8,$100,"2,964.70",,
NY,"Smooth 7s",643,9,$100,"2,964.70",,
NY,"Smooth 7s",643,10,$100,"2,964.70",,
NY,"Smooth 7s",643,11,$75,"1,260.00",,
NY,"Smooth 7s",643,12,$75,"1,260.00",,
NY,"Smooth 7s",643,13,$75,"1,260.00",,
NY,"Smooth 7s",643,14,$50,"1,120.00",,
NY,"Smooth 7s",643,15,$50,"1,120.00",,
NY,"Smooth 7s",643,16,$50,"1,120.00",,
NY,"Smooth 7s",643,17,$35,916.37,,
NY,"Smooth 7s",643,18,$25,200.00,,
NY,"Smooth 7s",643,19,$25,200.00,,
NY,"Smooth 7s",643,20,$25,200.00,,
NY,"Smooth 7s",643,21,$20,100.00,,
NY,"Smooth 7s",643,22,$20,100.00,,
NY,"Smooth 7s",643,23,$20,100.00,,
NY,"Smooth 7s",643,24,$15,80.00,,
NY,"Smooth 7s",643,25,$15,80.00,,
NY,"Smooth 7s",643,26,$15,80.00,,
NY,"Smooth 7s",643,27,$10,50.00,,
NY,"Smooth 7s",643,28,$10,50.00,,
NY,"Stinkin' Rich",627,1,"$50,000/YR/20YRS","2,646,000.00",,
NY,"Stinkin' Rich",627,2,"$1,000","31,500.00",,
NY,"Stinkin' Rich",627,3,$500,"18,000.00",,
NY,"Stinkin' Rich",627,4,$250,"5,040.00",,
NY,"Stinkin' Rich",627,5,$250,"5,040.00",,
NY,"Stinkin' Rich",627,6,$100,"1,440.00",,
NY,"Stinkin' Rich",627,7,$100,"1,431.82",,
NY,"Stinkin' Rich",627,8,$40,812.90,,
NY,"Stinkin' Rich",627,9,$40,812.90,,
NY,"Stinkin' Rich",627,10,$40,812.90,,
NY,"Stinkin' Rich",627,11,$40,812.90,,
NY,"Stinkin' Rich",627,12,$25,200.00,,
NY,"Stinkin' Rich",627,13,$25,200.00,,
NY,"Stinkin' Rich",627,14,$25,200.00,,
NY,"Stinkin' Rich",627,15,$25,200.00,,
NY,"Stinkin' Rich",627,16,$20,100.00,,
NY,"Stinkin' Rich",627,17,$20,100.00,,
NY,"Stinkin' Rich",627,18,$20,100.00,,
NY,"Stinkin' Rich",627,19,$10,20.00,,
NY,"Stinkin' Rich",627,20,$10,16.67,,
NY,"Super 9s",642,1,"$50,000/YR/20YRS","2,646,000.00",,
NY,"Super 9s",642,2,"$1,000","36,000.00",,
NY,"Super 9s",642,3,$500,"25,200.00",,
NY,"Super 9s",642,4,$250,"5,040.00",,
NY,"Super 9s",642,5,$250,"5,040.00",,
NY,"Super 9s",642,6,$100,"2,016.00",,
NY,"Super 9s",642,7,$100,"2,016.00",,
NY,"Super 9s",642,8,$100,"2,016.00",,
NY,"Super 9s",642,9,$50,"1,100.43",,
NY,"Super 9s",642,10,$50,"1,095.65",,
NY,"Super 9s",642,11,$50,"1,095.65",,
NY,"Super 9s",642,12,$50,"1,095.65",,
NY,"Super 9s",642,13,$25,200.00,,
NY,"Super 9s",642,14,$25,200.00,,
NY,"Super 9s",642,15,$25,100.00,,
NY,"Super 9s",642,16,$25,100.00,,
NY,"Super 9s",642,17,$20,100.00,,
NY,"Super 9s",642,18,$20,100.00,,
NY,"Super 9s",642,19,$20,100.00,,
NY,"Super 9s",642,20,$10,33.33,,
NY,"Super 9s",642,21,$10,20.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,1,$50K/YR/20YRS,"3,150,000.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,2,"$7,000","252,000.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,3,$500,"50,400.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,4,$500,"50,400.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,5,$500,"50,400.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,6,$500,"50,400.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,7,$250,"14,000.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,8,$250,"15,750.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,9,$250,"15,750.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,10,$100,"1,680.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,11,$100,"2,016.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,12,$100,"2,016.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,13,$50,"1,260.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,14,$50,"1,260.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,15,$50,"1,260.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,16,$50,"1,260.00",,
NY,"Welcome Back to Fabulous Las Vegas",715,17,$25,133.33,,
NY,"Welcome Back to Fabulous Las Vegas",715,18,$25,200.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,19,$25,133.33,,
NY,"Welcome Back to Fabulous Las Vegas",715,20,$20,100.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,21,$20,100.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,22,$20,100.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,23,$20,100.00,,
NY,"Welcome Back to Fabulous Las Vegas",715,24,$10,21.05,,
NY,"Welcome Back to Fabulous Las Vegas",715,25,$10,19.05,,
NY,"Win $1,000,000 a Year for Life ",596,1,$1Million/YR/Life,"3,528,000.00",,
NY,"Win $1,000,000 a Year for Life ",596,2,"$50,000","252,000.00",,
NY,"Win $1,000,000 a Year for Life ",596,3,"$5,000","84,000.00",,
NY,"Win $1,000,000 a Year for Life ",596,4,"$5,000","84,000.00",,
NY,"Win $1,000,000 a Year for Life ",596,5,"$1,000","25,200.00",,
NY,"Win $1,000,000 a Year for Life ",596,6,"$1,000","25,200.00",,
NY,"Win $1,000,000 a Year for Life ",596,7,$500,"3,150.00",,
NY,"Win $1,000,000 a Year for Life ",596,8,$500,"3,150.00",,
NY,"Win $1,000,000 a Year for Life ",596,9,$500,"3,150.00",,
NY,"Win $1,000,000 a Year for Life ",596,10,$500,"3,150.00",,
NY,"Win $1,000,000 a Year for Life ",596,11,$100,83.33,,
NY,"Win $1,000,000 a Year for Life ",596,12,$100,250.00,,
NY,"Win $1,000,000 a Year for Life ",596,13,$100,125.00,,
NY,"Win $1,000,000 a Year for Life ",596,14,$100,125.00,,
NY,"Win $1,000,000 a Year for Life ",596,15,$100,125.00,,
NY,"Win $1,000,000 a Year for Life ",596,16,$50,50.00,,
NY,"Win $1,000,000 a Year for Life ",596,17,$50,50.00,,
NY,"Win $1,000,000 a Year for Life ",596,18,$50,50.00,,
NY,"Win $1,000,000 a Year for Life ",596,19,$40,41.67,,
NY,"Win $1,000,000 a Year for Life ",596,20,$40,41.67,,
NY,"Win $1,000,000 a Year for Life ",596,21,$35,6.58,,
NY,"Win $1,000,000 a Year for Life ",596,22,$30,50.00,,
NY,"Win $2,000/Wk for Life",562,1,"$2,000/wk for Life","5,292,000.00",,
NY,"Win $2,000/Wk for Life",562,2,"$2,500","126,000.00",,
NY,"Win $2,000/Wk for Life",562,3,$500,"50,400.00",,
NY,"Win $2,000/Wk for Life",562,4,$165,"16,800.00",,
NY,"Win $2,000/Wk for Life",562,5,$100,"3,600.00",,
NY,"Win $2,000/Wk for Life",562,6,$50,100.00,,
NY,"Win $2,000/Wk for Life",562,7,$35,171.43,,
NY,"Win $2,000/Wk for Life",562,8,$30,240.00,,
NY,"Win $2,000/Wk for Life",562,9,$25,100.00,,
NY,"Win $2,000/Wk for Life",562,10,$20,54.55,,
NY,"Win $2,000/Wk for Life",562,11,$20,63.16,,
NY,"Win $2,000/Wk for Life",562,12,$15,55.81,,
NY,"Win $2,000/Wk for Life",562,13,$10,35.82,,
NY,"Win for Life Spectacular",631,1,"$10,000/Wk/Life","3,528,000.00",,
NY,"Win for Life Spectacular",631,2,"$100,000","504,000.00",,
NY,"Win for Life Spectacular",631,3,"$5,000","50,400.00",,
NY,"Win for Life Spectacular",631,4,"$5,000","50,400.00",,
NY,"Win for Life Spectacular",631,5,"$1,000","7,200.00",,
NY,"Win for Life Spectacular",631,6,$500,"3,600.00",,
NY,"Win for Life Spectacular",631,7,$500,"3,600.00",,
NY,"Win for Life Spectacular",631,8,$500,"3,600.00",,
NY,"Win for Life Spectacular",631,9,$500,"3,600.00",,
NY,"Win for Life Spectacular",631,10,$250,900.00,,
NY,"Win for Life Spectacular",631,11,$100,365.22,,
NY,"Win for Life Spectacular",631,12,$100,365.22,,
NY,"Win for Life Spectacular",631,13,$100,365.22,,
NY,"Win for Life Spectacular",631,14,$100,365.22,,
NY,"Win for Life Spectacular",631,15,$100,365.22,,
NY,"Win for Life Spectacular",631,16,$50,41.67,,
NY,"Win for Life Spectacular",631,17,$50,35.71,,
NY,"Win for Life Spectacular",631,18,$40,83.33,,
NY,"Win for Life Spectacular",631,19,$40,83.33,,
NY,"Win for Life Spectacular",631,20,$40,83.33,,
NY,"Win for Life Spectacular",631,21,$30,83.33,,
NY,"Win for Life Spectacular",631,22,$30,83.33,,
NY,"Win for Life Spectacular",631,23,$30,83.33,,
NY,"Win for Life Spectacular",631,24,$25,16.67,,
NY,"Win for Life Spectacular",631,25,$20,27.78,,
